i,timestamp,Action,Start,End,Benef,Duration
151547,2020-10-25 04:02:00,BUY,13296.0,13212.466703675402,-83.53329632459827,92
151673,2020-10-25 06:08:00,SELL,13009.79,13155.010368437128,-145.22036843712704,1737
151676,2020-10-25 06:11:00,SELL,12996.65,13146.30338833426,-149.65338833425994,1396
151682,2020-10-25 06:17:00,SELL,13002.31,13129.5459105335,-127.23591053349992,1249
151686,2020-10-25 06:21:00,SELL,12991.0,13120.136370936045,-129.13637093604484,1245
151693,2020-10-25 06:28:00,SELL,12989.66,13103.88270999353,-114.22270999352986,1185
153679,2020-10-26 15:34:00,SELL,13059.73,12922.662252752098,137.06774724790193,14
153755,2020-10-26 16:50:00,SELL,12897.36,12994.819343304473,-97.45934330447199,184
153789,2020-10-26 17:24:00,SELL,12875.96,12774.561310605222,101.39868939477674,20
153813,2020-10-26 17:48:00,SELL,12840.0,12904.753095651347,-64.7530956513474,27
155163,2020-10-27 16:18:00,BUY,13574.43,13685.70176156058,111.27176156057976,75
156332,2020-10-28 11:47:00,SELL,13403.3,13250.334827151335,152.96517284866422,30
156350,2020-10-28 12:05:00,SELL,13359.37,13205.37202373044,153.99797626956024,31
156355,2020-10-28 12:10:00,SELL,13341.04,13174.509821376045,166.5301786239561,28
156378,2020-10-28 12:33:00,SELL,13254.44,13054.08267964264,200.35732035735964,90
156392,2020-10-28 12:47:00,SELL,13225.09,13041.071807675164,184.0181923248365,79
156487,2020-10-28 14:22:00,SELL,13036.29,13178.099149303276,-141.80914930327526,63
156491,2020-10-28 14:26:00,SELL,13053.69,13167.862201770797,-114.17220177079616,58
156494,2020-10-28 14:29:00,SELL,13043.86,13161.07265179399,-117.2126517939887,55
156527,2020-10-28 15:02:00,SELL,13044.35,13123.683869126899,-79.33386912689821,3
158081,2020-10-29 16:56:00,BUY,13552.69,13484.669779243945,-68.020220756056,182
158878,2020-10-30 06:13:00,SELL,13217.82,13339.087119480053,-121.26711948005322,328
158882,2020-10-30 06:17:00,SELL,13206.85,13330.285566381137,-123.4355663811366,117
